"","county","state","number_of_wired_bb_providers","lowest_monthly_price","percent_of_pop_w_wired_bb_coverage","fiber_penetration","state_fips_code","county_fips_code"
"3741","Henry","Indiana",9,66.24,0.923,0.556,21,103
"3742","Henry","Indiana",9,66.24,0.923,0.556,29,83
"3743","Henry","Indiana",9,66.24,0.923,0.556,39,69
"3744","Henry","Indiana",9,66.24,0.923,0.556,47,79
"3745","Henry","Indiana",9,66.24,0.923,0.556,51,89
"3746","Howard","Indiana",5,61.25,0.915,0.021,5,61
"3747","Howard","Indiana",5,61.25,0.915,0.021,18,67
"3748","Howard","Indiana",5,61.25,0.915,0.021,19,89
"3749","Howard","Indiana",5,61.25,0.915,0.021,24,27
"3750","Howard","Indiana",5,61.25,0.915,0.021,29,89
"3751","Howard","Indiana",5,61.25,0.915,0.021,31,93
"3752","Howard","Indiana",5,61.25,0.915,0.021,48,227
"3753","Huntington","Indiana",7,74.99,0.785,0.706,18,69
"3754","Jackson","Indiana",5,59.26,0.77,0.539,1,71
"3755","Jackson","Indiana",5,59.26,0.77,0.539,5,67
"3756","Jackson","Indiana",5,59.26,0.77,0.539,8,57
"3757","Jackson","Indiana",5,59.26,0.77,0.539,12,63
"3758","Jackson","Indiana",5,59.26,0.77,0.539,13,157
"3759","Jackson","Indiana",5,59.26,0.77,0.539,17,77
"3760","Jackson","Indiana",5,59.26,0.77,0.539,18,71
"3761","Jackson","Indiana",5,59.26,0.77,0.539,19,97
"3762","Jackson","Indiana",5,59.26,0.77,0.539,20,85
"3763","Jackson","Indiana",5,59.26,0.77,0.539,21,109
"3764","Jackson","Indiana",5,59.26,0.77,0.539,22,49
"3765","Jackson","Indiana",5,59.26,0.77,0.539,26,75
"3766","Jackson","Indiana",5,59.26,0.77,0.539,27,63
"3767","Jackson","Indiana",5,59.26,0.77,0.539,28,59
"3768","Jackson","Indiana",5,59.26,0.77,0.539,29,95
"3769","Jackson","Indiana",5,59.26,0.77,0.539,37,99
"3770","Jackson","Indiana",5,59.26,0.77,0.539,39,79
"3771","Jackson","Indiana",5,59.26,0.77,0.539,40,65
"3772","Jackson","Indiana",5,59.26,0.77,0.539,41,29
"3773","Jackson","Indiana",5,59.26,0.77,0.539,46,71
"3774","Jackson","Indiana",5,59.26,0.77,0.539,47,87
"3775","Jackson","Indiana",5,59.26,0.77,0.539,48,239
"3776","Jackson","Indiana",5,59.26,0.77,0.539,54,35
"3777","Jackson","Indiana",5,59.26,0.77,0.539,55,53
"3778","Jasper","Indiana",7,79.99,0.774,0.059,13,159
"3779","Jasper","Indiana",7,79.99,0.774,0.059,17,79
"3780","Jasper","Indiana",7,79.99,0.774,0.059,18,73
"3781","Jasper","Indiana",7,79.99,0.774,0.059,19,99
"3782","Jasper","Indiana",7,79.99,0.774,0.059,28,61
"3783","Jasper","Indiana",7,79.99,0.774,0.059,29,97
"3784","Jasper","Indiana",7,79.99,0.774,0.059,45,53
"3785","Jasper","Indiana",7,79.99,0.774,0.059,48,241
"3786","Jay","Indiana",4,63.98,0.774,0.659,18,75
"3787","Jefferson","Indiana",2,59.97,0.693,0.609,1,73
"3788","Jefferson","Indiana",2,59.97,0.693,0.609,5,69
"3789","Jefferson","Indiana",2,59.97,0.693,0.609,8,59
"3790","Jefferson","Indiana",2,59.97,0.693,0.609,12,65
"3791","Jefferson","Indiana",2,59.97,0.693,0.609,13,163
"3792","Jefferson","Indiana",2,59.97,0.693,0.609,16,51
"3793","Jefferson","Indiana",2,59.97,0.693,0.609,17,81
"3794","Jefferson","Indiana",2,59.97,0.693,0.609,18,77
"3795","Jefferson","Indiana",2,59.97,0.693,0.609,19,101
"3796","Jefferson","Indiana",2,59.97,0.693,0.609,20,87
"3797","Jefferson","Indiana",2,59.97,0.693,0.609,21,111
"3798","Jefferson","Indiana",2,59.97,0.693,0.609,22,51
"3799","Jefferson","Indiana",2,59.97,0.693,0.609,22,53
"3800","Jefferson","Indiana",2,59.97,0.693,0.609,28,63
"3801","Jefferson","Indiana",2,59.97,0.693,0.609,28,65
"3802","Jefferson","Indiana",2,59.97,0.693,0.609,29,99
"3803","Jefferson","Indiana",2,59.97,0.693,0.609,30,43
"3804","Jefferson","Indiana",2,59.97,0.693,0.609,31,95
"3805","Jefferson","Indiana",2,59.97,0.693,0.609,36,45
"3806","Jefferson","Indiana",2,59.97,0.693,0.609,39,81
"3807","Jefferson","Indiana",2,59.97,0.693,0.609,40,67
"3808","Jefferson","Indiana",2,59.97,0.693,0.609,41,31
"3809","Jefferson","Indiana",2,59.97,0.693,0.609,42,65
"3810","Jefferson","Indiana",2,59.97,0.693,0.609,47,89
"3811","Jefferson","Indiana",2,59.97,0.693,0.609,48,245
"3812","Jefferson","Indiana",2,59.97,0.693,0.609,53,31
"3813","Jefferson","Indiana",2,59.97,0.693,0.609,54,37
"3814","Jefferson","Indiana",2,59.97,0.693,0.609,55,55
"3815","Jennings","Indiana",2,63.31,0.665,0.328,18,79
"3816","Johnson","Indiana",10,57.49,0.976,0.824,5,71
"3817","Johnson","Indiana",10,57.49,0.976,0.824,13,167
"3818","Johnson","Indiana",10,57.49,0.976,0.824,17,87
"3819","Johnson","Indiana",10,57.49,0.976,0.824,18,81
"3820","Johnson","Indiana",10,57.49,0.976,0.824,19,103
"3821","Johnson","Indiana",10,57.49,0.976,0.824,20,91
"3822","Johnson","Indiana",10,57.49,0.976,0.824,21,115
"3823","Johnson","Indiana",10,57.49,0.976,0.824,29,101
"3824","Johnson","Indiana",10,57.49,0.976,0.824,31,97
"3825","Johnson","Indiana",10,57.49,0.976,0.824,47,91
"3826","Johnson","Indiana",10,57.49,0.976,0.824,48,251
"3827","Johnson","Indiana",10,57.49,0.976,0.824,56,19
"3828","Knox","Indiana",4,59.18,0.864,0.551,17,95
"3829","Knox","Indiana",4,59.18,0.864,0.551,18,83
"3830","Knox","Indiana",4,59.18,0.864,0.551,21,121
"3831","Knox","Indiana",4,59.18,0.864,0.551,23,13
"3832","Knox","Indiana",4,59.18,0.864,0.551,29,103
"3833","Knox","Indiana",4,59.18,0.864,0.551,31,107
"3834","Knox","Indiana",4,59.18,0.864,0.551,39,83
"3835","Knox","Indiana",4,59.18,0.864,0.551,47,93
"3836","Knox","Indiana",4,59.18,0.864,0.551,48,275
"3837","Kosciusko","Indiana",5,59.97,0.825,0.178,18,85
"3838","LaGrange","Indiana",4,62.47,0.375,0.004,18,87
"3839","Lake","Indiana",6,66.66,0.988,0.087,2,164
"3840","Lake","Indiana",6,66.66,0.988,0.087,6,33
"3841","Lake","Indiana",6,66.66,0.988,0.087,8,65
"3842","Lake","Indiana",6,66.66,0.988,0.087,12,69
"3843","Lake","Indiana",6,66.66,0.988,0.087,17,97
"3844","Lake","Indiana",6,66.66,0.988,0.087,18,89
"3845","Lake","Indiana",6,66.66,0.988,0.087,26,85
"3846","Lake","Indiana",6,66.66,0.988,0.087,27,75
"3847","Lake","Indiana",6,66.66,0.988,0.087,27,77
"3848","Lake","Indiana",6,66.66,0.988,0.087,30,47
"3849","Lake","Indiana",6,66.66,0.988,0.087,39,85
"3850","Lake","Indiana",6,66.66,0.988,0.087,41,37
"3851","Lake","Indiana",6,66.66,0.988,0.087,46,79
"3852","Lake","Indiana",6,66.66,0.988,0.087,47,95
"3853","LaPorte","Indiana",8,64.75,0.905,0.113,18,91
"3854","Lawrence","Indiana",5,63.32,0.795,0.021,1,79
"3855","Lawrence","Indiana",5,63.32,0.795,0.021,5,75
"3856","Lawrence","Indiana",5,63.32,0.795,0.021,17,101
"3857","Lawrence","Indiana",5,63.32,0.795,0.021,18,93
"3858","Lawrence","Indiana",5,63.32,0.795,0.021,21,127
"3859","Lawrence","Indiana",5,63.32,0.795,0.021,28,77
"3860","Lawrence","Indiana",5,63.32,0.795,0.021,29,109
"3861","Lawrence","Indiana",5,63.32,0.795,0.021,39,87
"3862","Lawrence","Indiana",5,63.32,0.795,0.021,42,73
"3863","Lawrence","Indiana",5,63.32,0.795,0.021,46,81
"3864","Lawrence","Indiana",5,63.32,0.795,0.021,47,99
"3865","Madison","Indiana",6,71.25,0.887,0.059,1,89
"3866","Madison","Indiana",6,71.25,0.887,0.059,5,87
"3867","Madison","Indiana",6,71.25,0.887,0.059,12,79
"3868","Madison","Indiana",6,71.25,0.887,0.059,13,195
"3869","Madison","Indiana",6,71.25,0.887,0.059,16,65
"3870","Madison","Indiana",6,71.25,0.887,0.059,17,119
"3871","Madison","Indiana",6,71.25,0.887,0.059,18,95
"3872","Madison","Indiana",6,71.25,0.887,0.059,19,121
"3873","Madison","Indiana",6,71.25,0.887,0.059,21,151
"3874","Madison","Indiana",6,71.25,0.887,0.059,22,65
"3875","Madison","Indiana",6,71.25,0.887,0.059,28,89
"3876","Madison","Indiana",6,71.25,0.887,0.059,29,123
"3877","Madison","Indiana",6,71.25,0.887,0.059,30,57
"3878","Madison","Indiana",6,71.25,0.887,0.059,31,119
"3879","Madison","Indiana",6,71.25,0.887,0.059,36,53
"3880","Madison","Indiana",6,71.25,0.887,0.059,37,115
"3881","Madison","Indiana",6,71.25,0.887,0.059,39,97
"3882","Madison","Indiana",6,71.25,0.887,0.059,47,113
"3883","Madison","Indiana",6,71.25,0.887,0.059,48,313
"3884","Madison","Indiana",6,71.25,0.887,0.059,51,113
"3885","Marion","Indiana",6,59.76,0.987,0.362,1,93
"3886","Marion","Indiana",6,59.76,0.987,0.362,5,89
"3887","Marion","Indiana",6,59.76,0.987,0.362,12,83
"3888","Marion","Indiana",6,59.76,0.987,0.362,13,197
"3889","Marion","Indiana",6,59.76,0.987,0.362,17,121
"3890","Marion","Indiana",6,59.76,0.987,0.362,18,97
"3891","Marion","Indiana",6,59.76,0.987,0.362,19,125
"3892","Marion","Indiana",6,59.76,0.987,0.362,20,115
"3893","Marion","Indiana",6,59.76,0.987,0.362,21,155
"3894","Marion","Indiana",6,59.76,0.987,0.362,28,91
"3895","Marion","Indiana",6,59.76,0.987,0.362,29,127
"3896","Marion","Indiana",6,59.76,0.987,0.362,39,101
"3897","Marion","Indiana",6,59.76,0.987,0.362,41,47
"3898","Marion","Indiana",6,59.76,0.987,0.362,45,67
"3899","Marion","Indiana",6,59.76,0.987,0.362,47,115
"3900","Marion","Indiana",6,59.76,0.987,0.362,48,315
"3901","Marion","Indiana",6,59.76,0.987,0.362,54,49
"3902","Marshall","Indiana",6,62.47,0.688,0.055,1,95
"3903","Marshall","Indiana",6,62.47,0.688,0.055,17,123
"3904","Marshall","Indiana",6,62.47,0.688,0.055,18,99
"3905","Marshall","Indiana",6,62.47,0.688,0.055,19,127
"3906","Marshall","Indiana",6,62.47,0.688,0.055,20,117
"3907","Marshall","Indiana",6,62.47,0.688,0.055,21,157
"3908","Marshall","Indiana",6,62.47,0.688,0.055,27,89
"3909","Marshall","Indiana",6,62.47,0.688,0.055,28,93
"3910","Marshall","Indiana",6,62.47,0.688,0.055,40,95
"3911","Marshall","Indiana",6,62.47,0.688,0.055,46,91
"3912","Marshall","Indiana",6,62.47,0.688,0.055,47,117
"3913","Marshall","Indiana",6,62.47,0.688,0.055,54,51
"3914","Martin","Indiana",3,63.99,0.613,0.013,12,85
"3915","Martin","Indiana",3,63.99,0.613,0.013,18,101
"3916","Martin","Indiana",3,63.99,0.613,0.013,21,159
"3917","Martin","Indiana",3,63.99,0.613,0.013,27,91
"3918","Martin","Indiana",3,63.99,0.613,0.013,37,117
"3919","Martin","Indiana",3,63.99,0.613,0.013,48,317
"3920","Miami","Indiana",5,57.47,0.652,0.026,12,86
"3921","Miami","Indiana",5,57.47,0.652,0.026,18,103
"3922","Miami","Indiana",5,57.47,0.652,0.026,20,121
"3923","Miami","Indiana",5,57.47,0.652,0.026,39,109
"3924","Monroe","Indiana",7,57.85,0.943,0.352,1,99
"3925","Monroe","Indiana",7,57.85,0.943,0.352,5,95
"3926","Monroe","Indiana",7,57.85,0.943,0.352,12,87
"3927","Monroe","Indiana",7,57.85,0.943,0.352,13,207
"3928","Monroe","Indiana",7,57.85,0.943,0.352,17,133
"3929","Monroe","Indiana",7,57.85,0.943,0.352,18,105
"3930","Monroe","Indiana",7,57.85,0.943,0.352,19,135
"3931","Monroe","Indiana",7,57.85,0.943,0.352,21,171
"3932","Monroe","Indiana",7,57.85,0.943,0.352,26,115
"3933","Monroe","Indiana",7,57.85,0.943,0.352,28,95
"3934","Monroe","Indiana",7,57.85,0.943,0.352,29,137
"3935","Monroe","Indiana",7,57.85,0.943,0.352,36,55
"3936","Monroe","Indiana",7,57.85,0.943,0.352,39,111
"3937","Monroe","Indiana",7,57.85,0.943,0.352,42,89
"3938","Monroe","Indiana",7,57.85,0.943,0.352,47,123
"3939","Monroe","Indiana",7,57.85,0.943,0.352,54,63
"3940","Monroe","Indiana",7,57.85,0.943,0.352,55,81
"3941","Montgomery","Indiana",7,63.18,0.624,0.52,1,101
"3942","Montgomery","Indiana",7,63.18,0.624,0.52,5,97
"3943","Montgomery","Indiana",7,63.18,0.624,0.52,13,209
"3944","Montgomery","Indiana",7,63.18,0.624,0.52,17,135
"3945","Montgomery","Indiana",7,63.18,0.624,0.52,18,107
"3946","Montgomery","Indiana",7,63.18,0.624,0.52,19,137
"3947","Montgomery","Indiana",7,63.18,0.624,0.52,20,125
"3948","Montgomery","Indiana",7,63.18,0.624,0.52,21,173
"3949","Montgomery","Indiana",7,63.18,0.624,0.52,24,31
"3950","Montgomery","Indiana",7,63.18,0.624,0.52,28,97
"3951","Montgomery","Indiana",7,63.18,0.624,0.52,29,139
"3952","Montgomery","Indiana",7,63.18,0.624,0.52,36,57
"3953","Montgomery","Indiana",7,63.18,0.624,0.52,37,123
"3954","Montgomery","Indiana",7,63.18,0.624,0.52,39,113
"3955","Montgomery","Indiana",7,63.18,0.624,0.52,42,91
"3956","Montgomery","Indiana",7,63.18,0.624,0.52,47,125
"3957","Montgomery","Indiana",7,63.18,0.624,0.52,48,339
"3958","Montgomery","Indiana",7,63.18,0.624,0.52,51,121
"3959","Morgan","Indiana",7,62.62,0.879,0.152,1,103
"3960","Morgan","Indiana",7,62.62,0.879,0.152,8,87
"3961","Morgan","Indiana",7,62.62,0.879,0.152,13,211
"3962","Morgan","Indiana",7,62.62,0.879,0.152,17,137
"3963","Morgan","Indiana",7,62.62,0.879,0.152,18,109
"3964","Morgan","Indiana",7,62.62,0.879,0.152,21,175
"3965","Morgan","Indiana",7,62.62,0.879,0.152,29,141
"3966","Morgan","Indiana",7,62.62,0.879,0.152,39,115
"3967","Morgan","Indiana",7,62.62,0.879,0.152,47,129
"3968","Morgan","Indiana",7,62.62,0.879,0.152,49,29
"3969","Morgan","Indiana",7,62.62,0.879,0.152,54,65
"3970","Newton","Indiana",7,71.66,0.87,0.034,5,101
"3971","Newton","Indiana",7,71.66,0.87,0.034,13,217
"3972","Newton","Indiana",7,71.66,0.87,0.034,18,111
"3973","Newton","Indiana",7,71.66,0.87,0.034,28,101
"3974","Newton","Indiana",7,71.66,0.87,0.034,29,145
"3975","Newton","Indiana",7,71.66,0.87,0.034,48,351
"3976","Noble","Indiana",5,61.65,0.732,0.204,18,113
"3977","Noble","Indiana",5,61.65,0.732,0.204,39,121
"3978","Noble","Indiana",5,61.65,0.732,0.204,40,103
"3979","Ohio","Indiana",4,74.97,0.671,0.012,18,115
"3980","Ohio","Indiana",4,74.97,0.671,0.012,21,183
"3981","Ohio","Indiana",4,74.97,0.671,0.012,54,69
"3982","Orange","Indiana",3,57.74,0.67,0.149,6,59
"3983","Orange","Indiana",3,57.74,0.67,0.149,12,95
"3984","Orange","Indiana",3,57.74,0.67,0.149,18,117
"3985","Orange","Indiana",3,57.74,0.67,0.149,36,71
"3986","Orange","Indiana",3,57.74,0.67,0.149,37,135
"3987","Orange","Indiana",3,57.74,0.67,0.149,48,361
"3988","Orange","Indiana",3,57.74,0.67,0.149,50,17
"3989","Orange","Indiana",3,57.74,0.67,0.149,51,137
"3990","Owen","Indiana",7,61,0.796,0.378,18,119
"3991","Owen","Indiana",7,61,0.796,0.378,21,187
"3992","Parke","Indiana",5,54.98,0.569,0.202,18,121
"3993","Perry","Indiana",2,64.98,0.812,0.708,1,105
"3994","Perry","Indiana",2,64.98,0.812,0.708,5,105
"3995","Perry","Indiana",2,64.98,0.812,0.708,17,145
"3996","Perry","Indiana",2,64.98,0.812,0.708,18,123
"3997","Perry","Indiana",2,64.98,0.812,0.708,21,193
"3998","Perry","Indiana",2,64.98,0.812,0.708,28,111
"3999","Perry","Indiana",2,64.98,0.812,0.708,29,157
"4000","Perry","Indiana",2,64.98,0.812,0.708,39,127
"4001","Perry","Indiana",2,64.98,0.812,0.708,42,99
"4002","Perry","Indiana",2,64.98,0.812,0.708,47,135
"4003","Pike","Indiana",2,61.63,0.6,0.043,1,109
"4004","Pike","Indiana",2,61.63,0.6,0.043,5,109
"4005","Pike","Indiana",2,61.63,0.6,0.043,13,231
"4006","Pike","Indiana",2,61.63,0.6,0.043,17,149
"4007","Pike","Indiana",2,61.63,0.6,0.043,18,125
"4008","Pike","Indiana",2,61.63,0.6,0.043,21,195
"4009","Pike","Indiana",2,61.63,0.6,0.043,28,113
"4010","Pike","Indiana",2,61.63,0.6,0.043,29,163
"4011","Pike","Indiana",2,61.63,0.6,0.043,39,131
"4012","Pike","Indiana",2,61.63,0.6,0.043,42,103
"4013","Porter","Indiana",4,66.66,0.976,0.021,18,127
"4014","Posey","Indiana",5,65.99,0.781,0.023,18,129
"4015","Pulaski","Indiana",5,79.99,0.552,0.053,5,119
"4016","Pulaski","Indiana",5,79.99,0.552,0.053,13,235
"4017","Pulaski","Indiana",5,79.99,0.552,0.053,17,153
"4018","Pulaski","Indiana",5,79.99,0.552,0.053,18,131
"4019","Pulaski","Indiana",5,79.99,0.552,0.053,21,199
"4020","Pulaski","Indiana",5,79.99,0.552,0.053,29,169
"4021","Pulaski","Indiana",5,79.99,0.552,0.053,51,155
"4022","Putnam","Indiana",5,59.32,0.738,0.657,12,107
"4023","Putnam","Indiana",5,59.32,0.738,0.657,13,237
"4024","Putnam","Indiana",5,59.32,0.738,0.657,17,155
"4025","Putnam","Indiana",5,59.32,0.738,0.657,18,133
"4026","Putnam","Indiana",5,59.32,0.738,0.657,29,171
"4027","Putnam","Indiana",5,59.32,0.738,0.657,36,79
"4028","Putnam","Indiana",5,59.32,0.738,0.657,39,137
"4029","Putnam","Indiana",5,59.32,0.738,0.657,47,141
"4030","Putnam","Indiana",5,59.32,0.738,0.657,54,79
"4031","Randolph","Indiana",5,69.99,0.653,0.079,1,111
"4032","Randolph","Indiana",5,69.99,0.653,0.079,5,121
"4033","Randolph","Indiana",5,69.99,0.653,0.079,13,243
"4034","Randolph","Indiana",5,69.99,0.653,0.079,17,157
"4035","Randolph","Indiana",5,69.99,0.653,0.079,18,135
"4036","Randolph","Indiana",5,69.99,0.653,0.079,29,175
"4037","Randolph","Indiana",5,69.99,0.653,0.079,37,151
"4038","Randolph","Indiana",5,69.99,0.653,0.079,54,83
"4039","Ripley","Indiana",4,74.97,0.578,0.32,18,137
"4040","Ripley","Indiana",4,74.97,0.578,0.32,29,181
"4041","Rush","Indiana",3,70.24,0.558,0.103,18,139
"4042","Rush","Indiana",3,70.24,0.558,0.103,20,165
"4043","Scott","Indiana",2,66.24,0.785,0.306,5,127
"4044","Scott","Indiana",2,66.24,0.785,0.306,17,171
"4045","Scott","Indiana",2,66.24,0.785,0.306,18,143
"4046","Scott","Indiana",2,66.24,0.785,0.306,19,163
"4047","Scott","Indiana",2,66.24,0.785,0.306,20,171
"4048","Scott","Indiana",2,66.24,0.785,0.306,21,209
"4049","Scott","Indiana",2,66.24,0.785,0.306,27,139
"4050","Scott","Indiana",2,66.24,0.785,0.306,28,123
"4051","Scott","Indiana",2,66.24,0.785,0.306,29,201
"4052","Scott","Indiana",2,66.24,0.785,0.306,47,151
"4053","Scott","Indiana",2,66.24,0.785,0.306,51,169
"4054","Shelby","Indiana",6,65.85,0.774,0.061,1,117
"4055","Shelby","Indiana",6,65.85,0.774,0.061,17,173
"4056","Shelby","Indiana",6,65.85,0.774,0.061,18,145
"4057","Shelby","Indiana",6,65.85,0.774,0.061,19,165
"4058","Shelby","Indiana",6,65.85,0.774,0.061,21,211
"4059","Shelby","Indiana",6,65.85,0.774,0.061,29,205
"4060","Shelby","Indiana",6,65.85,0.774,0.061,39,149
"4061","Shelby","Indiana",6,65.85,0.774,0.061,47,157
"4062","Shelby","Indiana",6,65.85,0.774,0.061,48,419
"4063","Spencer","Indiana",4,65.99,0.548,0.227,18,147
"4064","Spencer","Indiana",4,65.99,0.548,0.227,21,215
"4065","St. Joseph","Indiana",7,62.49,0.946,0.184,NA,NA
"4066","Starke","Indiana",3,70,0.712,0,18,149
"4067","Steuben","Indiana",3,74.95,0.744,0.002,18,151
"4068","Steuben","Indiana",3,74.95,0.744,0.002,36,101
"4069","Sullivan","Indiana",4,61,0.565,0.011,18,153
"4070","Sullivan","Indiana",4,61,0.565,0.011,29,211
"4071","Sullivan","Indiana",4,61,0.565,0.011,33,19
"4072","Sullivan","Indiana",4,61,0.565,0.011,36,105
"4073","Sullivan","Indiana",4,61,0.565,0.011,42,113
"4074","Sullivan","Indiana",4,61,0.565,0.011,47,163
"4075","Switzerland","Indiana",4,69.97,0.403,0.034,18,155
"4076","Tippecanoe","Indiana",4,62.26,0.904,0.785,18,157
"4077","Tipton","Indiana",8,63.19,0.804,0.443,18,159
"4078","Tipton","Indiana",8,63.19,0.804,0.443,47,167
"4079","Union","Indiana",2,69.99,0.495,0,5,139
"4080","Union","Indiana",2,69.99,0.495,0,12,125
"4081","Union","Indiana",2,69.99,0.495,0,13,291
"4082","Union","Indiana",2,69.99,0.495,0,17,181
"4083","Union","Indiana",2,69.99,0.495,0,18,161
"4084","Union","Indiana",2,69.99,0.495,0,19,175
"4085","Union","Indiana",2,69.99,0.495,0,21,225
"4086","Union","Indiana",2,69.99,0.495,0,22,111
"4087","Union","Indiana",2,69.99,0.495,0,28,145
"4088","Union","Indiana",2,69.99,0.495,0,34,39
"4089","Union","Indiana",2,69.99,0.495,0,35,59
"4090","Union","Indiana",2,69.99,0.495,0,37,179
"4091","Union","Indiana",2,69.99,0.495,0,39,159
"4092","Union","Indiana",2,69.99,0.495,0,41,61
"4093","Union","Indiana",2,69.99,0.495,0,42,119
"4094","Union","Indiana",2,69.99,0.495,0,45,87
"4095","Union","Indiana",2,69.99,0.495,0,46,127
"4096","Union","Indiana",2,69.99,0.495,0,47,173
"4097","Vanderburgh","Indiana",6,65,0.99,0.107,18,163
"4098","Vermillion","Indiana",2,65,0.741,0,18,165
"4099","Vigo","Indiana",2,62.5,0.941,0.002,18,167
"4100","Wabash","Indiana",5,63.31,0.664,0.541,17,185
"4101","Wabash","Indiana",5,63.31,0.664,0.541,18,169
"4102","Warren","Indiana",2,70,0.242,0,13,301
"4103","Warren","Indiana",2,70,0.242,0,17,187
"4104","Warren","Indiana",2,70,0.242,0,18,171
"4105","Warren","Indiana",2,70,0.242,0,19,181
"4106","Warren","Indiana",2,70,0.242,0,21,227
"4107","Warren","Indiana",2,70,0.242,0,28,149
"4108","Warren","Indiana",2,70,0.242,0,29,219
"4109","Warren","Indiana",2,70,0.242,0,34,41
"4110","Warren","Indiana",2,70,0.242,0,36,113
"4111","Warren","Indiana",2,70,0.242,0,37,185
"4112","Warren","Indiana",2,70,0.242,0,39,165
"4113","Warren","Indiana",2,70,0.242,0,42,123
"4114","Warren","Indiana",2,70,0.242,0,47,177
"4115","Warren","Indiana",2,70,0.242,0,51,187
"4116","Warrick","Indiana",3,61.24,0.833,0.02,18,173
"4117","Washington","Indiana",4,62.96,0.941,0.735,1,129
"4118","Washington","Indiana",4,62.96,0.941,0.735,5,143
"4119","Washington","Indiana",4,62.96,0.941,0.735,8,121
"4120","Washington","Indiana",4,62.96,0.941,0.735,12,133
"4121","Washington","Indiana",4,62.96,0.941,0.735,13,303
"4122","Washington","Indiana",4,62.96,0.941,0.735,16,87
"4123","Washington","Indiana",4,62.96,0.941,0.735,17,189
"4124","Washington","Indiana",4,62.96,0.941,0.735,18,175
"4125","Washington","Indiana",4,62.96,0.941,0.735,19,183
"4126","Washington","Indiana",4,62.96,0.941,0.735,20,201
"4127","Washington","Indiana",4,62.96,0.941,0.735,21,229
"4128","Washington","Indiana",4,62.96,0.941,0.735,22,117
"4129","Washington","Indiana",4,62.96,0.941,0.735,23,29
"4130","Washington","Indiana",4,62.96,0.941,0.735,24,43
"4131","Washington","Indiana",4,62.96,0.941,0.735,27,163
"4132","Washington","Indiana",4,62.96,0.941,0.735,28,151
"4133","Washington","Indiana",4,62.96,0.941,0.735,29,221
"4134","Washington","Indiana",4,62.96,0.941,0.735,31,177
"4135","Washington","Indiana",4,62.96,0.941,0.735,36,115
"4136","Washington","Indiana",4,62.96,0.941,0.735,37,187
"4137","Washington","Indiana",4,62.96,0.941,0.735,39,167
"4138","Washington","Indiana",4,62.96,0.941,0.735,40,147
"4139","Washington","Indiana",4,62.96,0.941,0.735,41,67
"4140","Washington","Indiana",4,62.96,0.941,0.735,42,125
"4141","Washington","Indiana",4,62.96,0.941,0.735,44,9
"4142","Washington","Indiana",4,62.96,0.941,0.735,47,179
"4143","Washington","Indiana",4,62.96,0.941,0.735,48,477
"4144","Washington","Indiana",4,62.96,0.941,0.735,49,53
"4145","Washington","Indiana",4,62.96,0.941,0.735,50,23
"4146","Washington","Indiana",4,62.96,0.941,0.735,51,191
"4147","Washington","Indiana",4,62.96,0.941,0.735,55,131
"4148","Wayne","Indiana",2,66.64,0.831,0.061,13,305
"4149","Wayne","Indiana",2,66.64,0.831,0.061,17,191
"4150","Wayne","Indiana",2,66.64,0.831,0.061,18,177
"4151","Wayne","Indiana",2,66.64,0.831,0.061,19,185
"4152","Wayne","Indiana",2,66.64,0.831,0.061,21,231
"4153","Wayne","Indiana",2,66.64,0.831,0.061,26,163
"4154","Wayne","Indiana",2,66.64,0.831,0.061,28,153
"4155","Wayne","Indiana",2,66.64,0.831,0.061,29,223
"4156","Wayne","Indiana",2,66.64,0.831,0.061,31,179
"4157","Wayne","Indiana",2,66.64,0.831,0.061,36,117
"4158","Wayne","Indiana",2,66.64,0.831,0.061,37,191
"4159","Wayne","Indiana",2,66.64,0.831,0.061,39,169
"4160","Wayne","Indiana",2,66.64,0.831,0.061,42,127
"4161","Wayne","Indiana",2,66.64,0.831,0.061,47,181
"4162","Wayne","Indiana",2,66.64,0.831,0.061,49,55
"4163","Wayne","Indiana",2,66.64,0.831,0.061,54,99
"4164","Wells","Indiana",6,71.32,0.728,0.416,18,179
"4165","Wells","Indiana",6,71.32,0.728,0.416,38,103
"4166","White","Indiana",5,79.99,0.85,0.292,5,145
"4167","White","Indiana",5,79.99,0.85,0.292,13,311
"4168","White","Indiana",5,79.99,0.85,0.292,17,193
"4169","White","Indiana",5,79.99,0.85,0.292,18,181
"4170","White","Indiana",5,79.99,0.85,0.292,32,33
"4171","White","Indiana",5,79.99,0.85,0.292,47,185
"4172","Whitley","Indiana",4,79.99,0.722,0.002,18,183
"4173","Whitley","Indiana",4,79.99,0.722,0.002,21,235
"4174","Adair","Iowa",6,63.7,0.798,0.427,19,1
"4175","Adair","Iowa",6,63.7,0.798,0.427,21,1
"4176","Adair","Iowa",6,63.7,0.798,0.427,29,1
"4177","Adair","Iowa",6,63.7,0.798,0.427,40,1
"4178","Adams","Iowa",4,69.95,0.654,0.182,8,1
"4179","Adams","Iowa",4,69.95,0.654,0.182,16,3
"4180","Adams","Iowa",4,69.95,0.654,0.182,17,1
"4181","Adams","Iowa",4,69.95,0.654,0.182,18,1
"4182","Adams","Iowa",4,69.95,0.654,0.182,19,3
"4183","Adams","Iowa",4,69.95,0.654,0.182,28,1
"4184","Adams","Iowa",4,69.95,0.654,0.182,31,1
