"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18","state_fips_code","county_fips_code"
"4534","IA","Johnson",4.7,16.2,26.1,53,18,81
"4535","IA","Johnson",4.7,16.2,26.1,53,19,103
"4536","IA","Johnson",4.7,16.2,26.1,53,20,91
"4537","IA","Johnson",4.7,16.2,26.1,53,21,115
"4538","IA","Johnson",4.7,16.2,26.1,53,29,101
"4539","IA","Johnson",4.7,16.2,26.1,53,31,97
"4540","IA","Johnson",4.7,16.2,26.1,53,47,91
"4541","IA","Johnson",4.7,16.2,26.1,53,48,251
"4542","IA","Johnson",4.7,16.2,26.1,53,56,19
"4543","IA","Jones",8.3,39.7,33.5,18.4,13,169
"4544","IA","Jones",8.3,39.7,33.5,18.4,19,105
"4545","IA","Jones",8.3,39.7,33.5,18.4,28,67
"4546","IA","Jones",8.3,39.7,33.5,18.4,37,103
"4547","IA","Jones",8.3,39.7,33.5,18.4,46,75
"4548","IA","Jones",8.3,39.7,33.5,18.4,48,253
"4549","IA","Keokuk",7.5,41.2,33.2,18.2,19,107
"4550","IA","Kossuth",5.6,37.6,38.5,18.3,19,109
"4551","IA","Lee",7.8,41,35.5,15.7,1,81
"4552","IA","Lee",7.8,41,35.5,15.7,5,77
"4553","IA","Lee",7.8,41,35.5,15.7,12,71
"4554","IA","Lee",7.8,41,35.5,15.7,13,177
"4555","IA","Lee",7.8,41,35.5,15.7,17,103
"4556","IA","Lee",7.8,41,35.5,15.7,19,111
"4557","IA","Lee",7.8,41,35.5,15.7,21,129
"4558","IA","Lee",7.8,41,35.5,15.7,28,81
"4559","IA","Lee",7.8,41,35.5,15.7,37,105
"4560","IA","Lee",7.8,41,35.5,15.7,45,61
"4561","IA","Lee",7.8,41,35.5,15.7,48,287
"4562","IA","Lee",7.8,41,35.5,15.7,51,105
"4563","IA","Linn",5.3,27.1,34.6,33,19,113
"4564","IA","Linn",5.3,27.1,34.6,33,20,107
"4565","IA","Linn",5.3,27.1,34.6,33,29,115
"4566","IA","Linn",5.3,27.1,34.6,33,41,43
"4567","IA","Louisa",18.1,36.5,31.2,14.2,19,115
"4568","IA","Louisa",18.1,36.5,31.2,14.2,51,109
"4569","IA","Lucas",7.2,41.6,34.2,17,19,117
"4570","IA","Lucas",7.2,41.6,34.2,17,39,95
"4571","IA","Lyon",9.4,36.5,32.7,21.4,19,119
"4572","IA","Lyon",9.4,36.5,32.7,21.4,20,111
"4573","IA","Lyon",9.4,36.5,32.7,21.4,21,143
"4574","IA","Lyon",9.4,36.5,32.7,21.4,27,83
"4575","IA","Lyon",9.4,36.5,32.7,21.4,32,19
"4576","IA","Madison",5.1,35.9,35.1,23.9,1,89
"4577","IA","Madison",5.1,35.9,35.1,23.9,5,87
"4578","IA","Madison",5.1,35.9,35.1,23.9,12,79
"4579","IA","Madison",5.1,35.9,35.1,23.9,13,195
"4580","IA","Madison",5.1,35.9,35.1,23.9,16,65
"4581","IA","Madison",5.1,35.9,35.1,23.9,17,119
"4582","IA","Madison",5.1,35.9,35.1,23.9,18,95
"4583","IA","Madison",5.1,35.9,35.1,23.9,19,121
"4584","IA","Madison",5.1,35.9,35.1,23.9,21,151
"4585","IA","Madison",5.1,35.9,35.1,23.9,22,65
"4586","IA","Madison",5.1,35.9,35.1,23.9,28,89
"4587","IA","Madison",5.1,35.9,35.1,23.9,29,123
"4588","IA","Madison",5.1,35.9,35.1,23.9,30,57
"4589","IA","Madison",5.1,35.9,35.1,23.9,31,119
"4590","IA","Madison",5.1,35.9,35.1,23.9,36,53
"4591","IA","Madison",5.1,35.9,35.1,23.9,37,115
"4592","IA","Madison",5.1,35.9,35.1,23.9,39,97
"4593","IA","Madison",5.1,35.9,35.1,23.9,47,113
"4594","IA","Madison",5.1,35.9,35.1,23.9,48,313
"4595","IA","Madison",5.1,35.9,35.1,23.9,51,113
"4596","IA","Mahaska",8.8,38.8,30,22.3,19,123
"4597","IA","Marion",6.6,35.5,31.5,26.4,1,93
"4598","IA","Marion",6.6,35.5,31.5,26.4,5,89
"4599","IA","Marion",6.6,35.5,31.5,26.4,12,83
"4600","IA","Marion",6.6,35.5,31.5,26.4,13,197
"4601","IA","Marion",6.6,35.5,31.5,26.4,17,121
"4602","IA","Marion",6.6,35.5,31.5,26.4,18,97
"4603","IA","Marion",6.6,35.5,31.5,26.4,19,125
"4604","IA","Marion",6.6,35.5,31.5,26.4,20,115
"4605","IA","Marion",6.6,35.5,31.5,26.4,21,155
"4606","IA","Marion",6.6,35.5,31.5,26.4,28,91
"4607","IA","Marion",6.6,35.5,31.5,26.4,29,127
"4608","IA","Marion",6.6,35.5,31.5,26.4,39,101
"4609","IA","Marion",6.6,35.5,31.5,26.4,41,47
"4610","IA","Marion",6.6,35.5,31.5,26.4,45,67
"4611","IA","Marion",6.6,35.5,31.5,26.4,47,115
"4612","IA","Marion",6.6,35.5,31.5,26.4,48,315
"4613","IA","Marion",6.6,35.5,31.5,26.4,54,49
"4614","IA","Marshall",16.4,34.1,30.6,19,1,95
"4615","IA","Marshall",16.4,34.1,30.6,19,17,123
"4616","IA","Marshall",16.4,34.1,30.6,19,18,99
"4617","IA","Marshall",16.4,34.1,30.6,19,19,127
"4618","IA","Marshall",16.4,34.1,30.6,19,20,117
"4619","IA","Marshall",16.4,34.1,30.6,19,21,157
"4620","IA","Marshall",16.4,34.1,30.6,19,27,89
"4621","IA","Marshall",16.4,34.1,30.6,19,28,93
"4622","IA","Marshall",16.4,34.1,30.6,19,40,95
"4623","IA","Marshall",16.4,34.1,30.6,19,46,91
"4624","IA","Marshall",16.4,34.1,30.6,19,47,117
"4625","IA","Marshall",16.4,34.1,30.6,19,54,51
"4626","IA","Mills",6.6,34.6,35.1,23.7,19,129
"4627","IA","Mills",6.6,34.6,35.1,23.7,48,333
"4628","IA","Mitchell",10.1,39.9,32.4,17.7,13,205
"4629","IA","Mitchell",10.1,39.9,32.4,17.7,19,131
"4630","IA","Mitchell",10.1,39.9,32.4,17.7,20,123
"4631","IA","Mitchell",10.1,39.9,32.4,17.7,37,121
"4632","IA","Mitchell",10.1,39.9,32.4,17.7,48,335
"4633","IA","Monona",7.6,39.7,36,16.7,19,133
"4634","IA","Monroe",12,40.7,30.8,16.6,1,99
"4635","IA","Monroe",12,40.7,30.8,16.6,5,95
"4636","IA","Monroe",12,40.7,30.8,16.6,12,87
"4637","IA","Monroe",12,40.7,30.8,16.6,13,207
"4638","IA","Monroe",12,40.7,30.8,16.6,17,133
"4639","IA","Monroe",12,40.7,30.8,16.6,18,105
"4640","IA","Monroe",12,40.7,30.8,16.6,19,135
"4641","IA","Monroe",12,40.7,30.8,16.6,21,171
"4642","IA","Monroe",12,40.7,30.8,16.6,26,115
"4643","IA","Monroe",12,40.7,30.8,16.6,28,95
"4644","IA","Monroe",12,40.7,30.8,16.6,29,137
"4645","IA","Monroe",12,40.7,30.8,16.6,36,55
"4646","IA","Monroe",12,40.7,30.8,16.6,39,111
"4647","IA","Monroe",12,40.7,30.8,16.6,42,89
"4648","IA","Monroe",12,40.7,30.8,16.6,47,123
"4649","IA","Monroe",12,40.7,30.8,16.6,54,63
"4650","IA","Monroe",12,40.7,30.8,16.6,55,81
"4651","IA","Montgomery",9.9,37.1,35.5,17.5,1,101
"4652","IA","Montgomery",9.9,37.1,35.5,17.5,5,97
"4653","IA","Montgomery",9.9,37.1,35.5,17.5,13,209
"4654","IA","Montgomery",9.9,37.1,35.5,17.5,17,135
"4655","IA","Montgomery",9.9,37.1,35.5,17.5,18,107
"4656","IA","Montgomery",9.9,37.1,35.5,17.5,19,137
"4657","IA","Montgomery",9.9,37.1,35.5,17.5,20,125
"4658","IA","Montgomery",9.9,37.1,35.5,17.5,21,173
"4659","IA","Montgomery",9.9,37.1,35.5,17.5,24,31
"4660","IA","Montgomery",9.9,37.1,35.5,17.5,28,97
"4661","IA","Montgomery",9.9,37.1,35.5,17.5,29,139
"4662","IA","Montgomery",9.9,37.1,35.5,17.5,36,57
"4663","IA","Montgomery",9.9,37.1,35.5,17.5,37,123
"4664","IA","Montgomery",9.9,37.1,35.5,17.5,39,113
"4665","IA","Montgomery",9.9,37.1,35.5,17.5,42,91
"4666","IA","Montgomery",9.9,37.1,35.5,17.5,47,125
"4667","IA","Montgomery",9.9,37.1,35.5,17.5,48,339
"4668","IA","Montgomery",9.9,37.1,35.5,17.5,51,121
"4669","IA","Muscatine",12.4,34.7,30.9,22,19,139
"4670","IA","O'Brien",7.7,38,34.5,19.9,19,141
"4671","IA","Osceola",10.9,38.5,32.4,18.1,12,97
"4672","IA","Osceola",10.9,38.5,32.4,18.1,19,143
"4673","IA","Osceola",10.9,38.5,32.4,18.1,26,133
"4674","IA","Page",9.1,34.6,34.9,21.3,19,145
"4675","IA","Page",9.1,34.6,34.9,21.3,51,139
"4676","IA","Palo Alto",6.5,29,39.5,25,NA,NA
"4677","IA","Plymouth",7,33.8,38.1,21,19,149
"4678","IA","Plymouth",7,33.8,38.1,21,25,23
"4679","IA","Pocahontas",8.6,38.6,38.1,14.7,19,151
"4680","IA","Pocahontas",8.6,38.6,38.1,14.7,54,75
"4681","IA","Polk",8.5,24.8,30.6,36.1,5,113
"4682","IA","Polk",8.5,24.8,30.6,36.1,12,105
"4683","IA","Polk",8.5,24.8,30.6,36.1,13,233
"4684","IA","Polk",8.5,24.8,30.6,36.1,19,153
"4685","IA","Polk",8.5,24.8,30.6,36.1,27,119
"4686","IA","Polk",8.5,24.8,30.6,36.1,29,167
"4687","IA","Polk",8.5,24.8,30.6,36.1,31,143
"4688","IA","Polk",8.5,24.8,30.6,36.1,37,149
"4689","IA","Polk",8.5,24.8,30.6,36.1,41,53
"4690","IA","Polk",8.5,24.8,30.6,36.1,47,139
"4691","IA","Polk",8.5,24.8,30.6,36.1,48,373
"4692","IA","Polk",8.5,24.8,30.6,36.1,55,95
"4693","IA","Pottawattamie",10.5,33.1,35.2,21.2,19,155
"4694","IA","Poweshiek",7,37.5,30.4,25.1,19,157
"4695","IA","Ringgold",7.7,38.9,32.8,20.6,19,159
"4696","IA","Sac",7.4,37.2,34.8,20.6,19,161
"4697","IA","Scott",7.1,29.9,31.2,31.9,5,127
"4698","IA","Scott",7.1,29.9,31.2,31.9,17,171
"4699","IA","Scott",7.1,29.9,31.2,31.9,18,143
"4700","IA","Scott",7.1,29.9,31.2,31.9,19,163
"4701","IA","Scott",7.1,29.9,31.2,31.9,20,171
"4702","IA","Scott",7.1,29.9,31.2,31.9,21,209
"4703","IA","Scott",7.1,29.9,31.2,31.9,27,139
"4704","IA","Scott",7.1,29.9,31.2,31.9,28,123
"4705","IA","Scott",7.1,29.9,31.2,31.9,29,201
"4706","IA","Scott",7.1,29.9,31.2,31.9,47,151
"4707","IA","Scott",7.1,29.9,31.2,31.9,51,169
"4708","IA","Shelby",8.1,36.1,35.1,20.8,1,117
"4709","IA","Shelby",8.1,36.1,35.1,20.8,17,173
"4710","IA","Shelby",8.1,36.1,35.1,20.8,18,145
"4711","IA","Shelby",8.1,36.1,35.1,20.8,19,165
"4712","IA","Shelby",8.1,36.1,35.1,20.8,21,211
"4713","IA","Shelby",8.1,36.1,35.1,20.8,29,205
"4714","IA","Shelby",8.1,36.1,35.1,20.8,39,149
"4715","IA","Shelby",8.1,36.1,35.1,20.8,47,157
"4716","IA","Shelby",8.1,36.1,35.1,20.8,48,419
"4717","IA","Sioux",9.2,31.4,31.4,28.1,19,167
"4718","IA","Sioux",9.2,31.4,31.4,28.1,31,165
"4719","IA","Sioux",9.2,31.4,31.4,28.1,38,85
"4720","IA","Story",2.9,17.9,28,51.1,19,169
"4721","IA","Tama",9.1,40,34.8,16.1,19,171
"4722","IA","Taylor",9.8,39.2,36.1,14.9,12,123
"4723","IA","Taylor",9.8,39.2,36.1,14.9,13,269
"4724","IA","Taylor",9.8,39.2,36.1,14.9,19,173
"4725","IA","Taylor",9.8,39.2,36.1,14.9,21,217
"4726","IA","Taylor",9.8,39.2,36.1,14.9,48,441
"4727","IA","Taylor",9.8,39.2,36.1,14.9,54,91
"4728","IA","Taylor",9.8,39.2,36.1,14.9,55,119
"4729","IA","Union",9.8,36.3,36.8,17.2,5,139
"4730","IA","Union",9.8,36.3,36.8,17.2,12,125
"4731","IA","Union",9.8,36.3,36.8,17.2,13,291
"4732","IA","Union",9.8,36.3,36.8,17.2,17,181
"4733","IA","Union",9.8,36.3,36.8,17.2,18,161
"4734","IA","Union",9.8,36.3,36.8,17.2,19,175
"4735","IA","Union",9.8,36.3,36.8,17.2,21,225
"4736","IA","Union",9.8,36.3,36.8,17.2,22,111
"4737","IA","Union",9.8,36.3,36.8,17.2,28,145
"4738","IA","Union",9.8,36.3,36.8,17.2,34,39
"4739","IA","Union",9.8,36.3,36.8,17.2,35,59
"4740","IA","Union",9.8,36.3,36.8,17.2,37,179
"4741","IA","Union",9.8,36.3,36.8,17.2,39,159
"4742","IA","Union",9.8,36.3,36.8,17.2,41,61
"4743","IA","Union",9.8,36.3,36.8,17.2,42,119
"4744","IA","Union",9.8,36.3,36.8,17.2,45,87
"4745","IA","Union",9.8,36.3,36.8,17.2,46,127
"4746","IA","Union",9.8,36.3,36.8,17.2,47,173
"4747","IA","Van Buren",10.1,40.8,35,14.1,NA,NA
"4748","IA","Wapello",12.1,35.7,34.3,18,19,179
"4749","IA","Warren",4.3,30.4,33.6,31.7,13,301
"4750","IA","Warren",4.3,30.4,33.6,31.7,17,187
"4751","IA","Warren",4.3,30.4,33.6,31.7,18,171
"4752","IA","Warren",4.3,30.4,33.6,31.7,19,181
"4753","IA","Warren",4.3,30.4,33.6,31.7,21,227
"4754","IA","Warren",4.3,30.4,33.6,31.7,28,149
"4755","IA","Warren",4.3,30.4,33.6,31.7,29,219
"4756","IA","Warren",4.3,30.4,33.6,31.7,34,41
"4757","IA","Warren",4.3,30.4,33.6,31.7,36,113
"4758","IA","Warren",4.3,30.4,33.6,31.7,37,185
"4759","IA","Warren",4.3,30.4,33.6,31.7,39,165
"4760","IA","Warren",4.3,30.4,33.6,31.7,42,123
"4761","IA","Warren",4.3,30.4,33.6,31.7,47,177
"4762","IA","Warren",4.3,30.4,33.6,31.7,51,187
"4763","IA","Washington",8.9,39.3,30.3,21.5,1,129
"4764","IA","Washington",8.9,39.3,30.3,21.5,5,143
"4765","IA","Washington",8.9,39.3,30.3,21.5,8,121
"4766","IA","Washington",8.9,39.3,30.3,21.5,12,133
"4767","IA","Washington",8.9,39.3,30.3,21.5,13,303
"4768","IA","Washington",8.9,39.3,30.3,21.5,16,87
"4769","IA","Washington",8.9,39.3,30.3,21.5,17,189
"4770","IA","Washington",8.9,39.3,30.3,21.5,18,175
"4771","IA","Washington",8.9,39.3,30.3,21.5,19,183
"4772","IA","Washington",8.9,39.3,30.3,21.5,20,201
"4773","IA","Washington",8.9,39.3,30.3,21.5,21,229
"4774","IA","Washington",8.9,39.3,30.3,21.5,22,117
"4775","IA","Washington",8.9,39.3,30.3,21.5,23,29
"4776","IA","Washington",8.9,39.3,30.3,21.5,24,43
"4777","IA","Washington",8.9,39.3,30.3,21.5,27,163
"4778","IA","Washington",8.9,39.3,30.3,21.5,28,151
"4779","IA","Washington",8.9,39.3,30.3,21.5,29,221
"4780","IA","Washington",8.9,39.3,30.3,21.5,31,177
"4781","IA","Washington",8.9,39.3,30.3,21.5,36,115
"4782","IA","Washington",8.9,39.3,30.3,21.5,37,187
"4783","IA","Washington",8.9,39.3,30.3,21.5,39,167
"4784","IA","Washington",8.9,39.3,30.3,21.5,40,147
"4785","IA","Washington",8.9,39.3,30.3,21.5,41,67
"4786","IA","Washington",8.9,39.3,30.3,21.5,42,125
"4787","IA","Washington",8.9,39.3,30.3,21.5,44,9
"4788","IA","Washington",8.9,39.3,30.3,21.5,47,179
"4789","IA","Washington",8.9,39.3,30.3,21.5,48,477
"4790","IA","Washington",8.9,39.3,30.3,21.5,49,53
"4791","IA","Washington",8.9,39.3,30.3,21.5,50,23
"4792","IA","Washington",8.9,39.3,30.3,21.5,51,191
"4793","IA","Washington",8.9,39.3,30.3,21.5,55,131
"4794","IA","Wayne",11.1,44.7,31.2,13,13,305
"4795","IA","Wayne",11.1,44.7,31.2,13,17,191
"4796","IA","Wayne",11.1,44.7,31.2,13,18,177
"4797","IA","Wayne",11.1,44.7,31.2,13,19,185
"4798","IA","Wayne",11.1,44.7,31.2,13,21,231
"4799","IA","Wayne",11.1,44.7,31.2,13,26,163
"4800","IA","Wayne",11.1,44.7,31.2,13,28,153
"4801","IA","Wayne",11.1,44.7,31.2,13,29,223
"4802","IA","Wayne",11.1,44.7,31.2,13,31,179
"4803","IA","Wayne",11.1,44.7,31.2,13,36,117
"4804","IA","Wayne",11.1,44.7,31.2,13,37,191
"4805","IA","Wayne",11.1,44.7,31.2,13,39,169
"4806","IA","Wayne",11.1,44.7,31.2,13,42,127
"4807","IA","Wayne",11.1,44.7,31.2,13,47,181
"4808","IA","Wayne",11.1,44.7,31.2,13,49,55
"4809","IA","Wayne",11.1,44.7,31.2,13,54,99
"4810","IA","Webster",9.2,34.1,37.1,19.6,13,307
"4811","IA","Webster",9.2,34.1,37.1,19.6,19,187
"4812","IA","Webster",9.2,34.1,37.1,19.6,21,233
"4813","IA","Webster",9.2,34.1,37.1,19.6,22,119
"4814","IA","Webster",9.2,34.1,37.1,19.6,28,155
"4815","IA","Webster",9.2,34.1,37.1,19.6,29,225
"4816","IA","Webster",9.2,34.1,37.1,19.6,31,181
"4817","IA","Webster",9.2,34.1,37.1,19.6,54,101
"4818","IA","Winnebago",8.2,33.3,36.1,22.4,17,201
"4819","IA","Winnebago",8.2,33.3,36.1,22.4,19,189
"4820","IA","Winnebago",8.2,33.3,36.1,22.4,55,139
"4821","IA","Winneshiek",5.3,32.7,32.2,29.7,19,191
"4822","IA","Woodbury",13.3,32.2,31.5,23,19,193
"4823","IA","Worth",7.2,37.2,40,15.5,13,321
"4824","IA","Worth",7.2,37.2,40,15.5,19,195
"4825","IA","Worth",7.2,37.2,40,15.5,29,227
"4826","IA","Wright",8.2,35.9,38.3,17.7,19,197
"4827","IA","Wright",8.2,35.9,38.3,17.7,27,171
"4828","IA","Wright",8.2,35.9,38.3,17.7,29,229
"4829","KS","Allen",8.1,34,37.5,20.4,18,3
"4830","KS","Allen",8.1,34,37.5,20.4,20,1
"4831","KS","Allen",8.1,34,37.5,20.4,21,3
"4832","KS","Allen",8.1,34,37.5,20.4,22,3
"4833","KS","Allen",8.1,34,37.5,20.4,39,3
"4834","KS","Anderson",8.7,41.5,32.3,17.5,20,3
"4835","KS","Anderson",8.7,41.5,32.3,17.5,21,5
"4836","KS","Anderson",8.7,41.5,32.3,17.5,45,7
"4837","KS","Anderson",8.7,41.5,32.3,17.5,47,1
"4838","KS","Anderson",8.7,41.5,32.3,17.5,48,1
"4839","KS","Atchison",7.6,37.6,32.9,21.9,20,5
"4840","KS","Atchison",7.6,37.6,32.9,21.9,29,5
"4841","KS","Barber",8.5,34.9,38.3,18.3,20,7
"4842","KS","Barton",11.4,32.4,37.8,18.4,20,9
"4843","KS","Barton",11.4,32.4,37.8,18.4,29,11
"4844","KS","Bourbon",8.8,30.8,39.7,20.6,20,11
"4845","KS","Bourbon",8.8,30.8,39.7,20.6,21,17
"4846","KS","Brown",7.4,36,34.8,21.8,17,9
"4847","KS","Brown",7.4,36,34.8,21.8,18,13
"4848","KS","Brown",7.4,36,34.8,21.8,20,13
"4849","KS","Brown",7.4,36,34.8,21.8,27,15
"4850","KS","Brown",7.4,36,34.8,21.8,31,17
"4851","KS","Brown",7.4,36,34.8,21.8,39,15
"4852","KS","Brown",7.4,36,34.8,21.8,46,13
"4853","KS","Brown",7.4,36,34.8,21.8,48,49
"4854","KS","Brown",7.4,36,34.8,21.8,55,9
"4855","KS","Butler",7.5,26.5,37,29,1,13
"4856","KS","Butler",7.5,26.5,37,29,19,23
"4857","KS","Butler",7.5,26.5,37,29,20,15
"4858","KS","Butler",7.5,26.5,37,29,21,31
"4859","KS","Butler",7.5,26.5,37,29,29,23
"4860","KS","Butler",7.5,26.5,37,29,31,23
"4861","KS","Butler",7.5,26.5,37,29,39,17
"4862","KS","Butler",7.5,26.5,37,29,42,19
"4863","KS","Chase",10.1,27.6,40.6,21.6,20,17
"4864","KS","Chase",10.1,27.6,40.6,21.6,31,29
"4865","KS","Chautauqua",12.7,35.6,35,16.8,20,19
"4866","KS","Chautauqua",12.7,35.6,35,16.8,36,13
"4867","KS","Cherokee",11,33.5,36.4,19.1,1,19
"4868","KS","Cherokee",11,33.5,36.4,19.1,13,57
"4869","KS","Cherokee",11,33.5,36.4,19.1,19,35
"4870","KS","Cherokee",11,33.5,36.4,19.1,20,21
"4871","KS","Cherokee",11,33.5,36.4,19.1,37,39
"4872","KS","Cherokee",11,33.5,36.4,19.1,40,21
"4873","KS","Cherokee",11,33.5,36.4,19.1,45,21
"4874","KS","Cherokee",11,33.5,36.4,19.1,48,73
"4875","KS","Cheyenne",6.5,30.2,37,26.3,8,17
"4876","KS","Cheyenne",6.5,30.2,37,26.3,20,23
"4877","KS","Cheyenne",6.5,30.2,37,26.3,31,33
"4878","KS","Clark",6.4,27.5,34.5,31.5,5,19
"4879","KS","Clark",6.4,27.5,34.5,31.5,16,33
"4880","KS","Clark",6.4,27.5,34.5,31.5,17,23
"4881","KS","Clark",6.4,27.5,34.5,31.5,18,19
"4882","KS","Clark",6.4,27.5,34.5,31.5,20,25
"4883","KS","Clark",6.4,27.5,34.5,31.5,21,49
"4884","KS","Clark",6.4,27.5,34.5,31.5,29,45
"4885","KS","Clark",6.4,27.5,34.5,31.5,32,3
"4886","KS","Clark",6.4,27.5,34.5,31.5,39,23
"4887","KS","Clark",6.4,27.5,34.5,31.5,46,25
"4888","KS","Clark",6.4,27.5,34.5,31.5,53,11
"4889","KS","Clark",6.4,27.5,34.5,31.5,55,19
"4890","KS","Clay",7,29.8,36,27.2,1,27
"4891","KS","Clay",7,29.8,36,27.2,5,21
"4892","KS","Clay",7,29.8,36,27.2,12,19
"4893","KS","Clay",7,29.8,36,27.2,13,61
"4894","KS","Clay",7,29.8,36,27.2,17,25
"4895","KS","Clay",7,29.8,36,27.2,18,21
"4896","KS","Clay",7,29.8,36,27.2,19,41
"4897","KS","Clay",7,29.8,36,27.2,20,27
"4898","KS","Clay",7,29.8,36,27.2,21,51
"4899","KS","Clay",7,29.8,36,27.2,27,27
"4900","KS","Clay",7,29.8,36,27.2,28,25
"4901","KS","Clay",7,29.8,36,27.2,29,47
"4902","KS","Clay",7,29.8,36,27.2,31,35
"4903","KS","Clay",7,29.8,36,27.2,37,43
"4904","KS","Clay",7,29.8,36,27.2,46,27
"4905","KS","Clay",7,29.8,36,27.2,47,27
"4906","KS","Clay",7,29.8,36,27.2,48,77
"4907","KS","Clay",7,29.8,36,27.2,54,15
"4908","KS","Cloud",8.6,30.5,38.4,22.5,20,29
"4909","KS","Coffey",6.7,33.4,37,22.9,20,31
"4910","KS","Comanche",7.2,32.8,41.4,18.6,20,33
"4911","KS","Comanche",7.2,32.8,41.4,18.6,40,31
"4912","KS","Comanche",7.2,32.8,41.4,18.6,48,93
"4913","KS","Cowley",10.1,30.7,39,20.1,20,35
"4914","KS","Crawford",9.1,28.2,33.2,29.5,5,33
"4915","KS","Crawford",9.1,28.2,33.2,29.5,13,79
"4916","KS","Crawford",9.1,28.2,33.2,29.5,17,33
"4917","KS","Crawford",9.1,28.2,33.2,29.5,18,25
"4918","KS","Crawford",9.1,28.2,33.2,29.5,19,47
"4919","KS","Crawford",9.1,28.2,33.2,29.5,20,37
"4920","KS","Crawford",9.1,28.2,33.2,29.5,26,39
"4921","KS","Crawford",9.1,28.2,33.2,29.5,29,55
"4922","KS","Crawford",9.1,28.2,33.2,29.5,39,33
"4923","KS","Crawford",9.1,28.2,33.2,29.5,42,39
"4924","KS","Crawford",9.1,28.2,33.2,29.5,55,23
"4925","KS","Decatur",8.7,32.5,35.3,23.5,13,87
"4926","KS","Decatur",8.7,32.5,35.3,23.5,18,31
"4927","KS","Decatur",8.7,32.5,35.3,23.5,19,53
"4928","KS","Decatur",8.7,32.5,35.3,23.5,20,39
"4929","KS","Decatur",8.7,32.5,35.3,23.5,47,39
"4930","KS","Dickinson",9.4,33.5,35,22.1,19,59
"4931","KS","Dickinson",9.4,33.5,35,22.1,20,41
"4932","KS","Dickinson",9.4,33.5,35,22.1,26,43
"4933","KS","Doniphan",10,36,34.7,19.3,20,43
"4934","KS","Douglas",4.5,18,27.1,50.4,8,35
"4935","KS","Douglas",4.5,18,27.1,50.4,13,97
"4936","KS","Douglas",4.5,18,27.1,50.4,17,41
"4937","KS","Douglas",4.5,18,27.1,50.4,20,45
"4938","KS","Douglas",4.5,18,27.1,50.4,27,41
"4939","KS","Douglas",4.5,18,27.1,50.4,29,67
"4940","KS","Douglas",4.5,18,27.1,50.4,31,55
"4941","KS","Douglas",4.5,18,27.1,50.4,32,5
"4942","KS","Douglas",4.5,18,27.1,50.4,41,19
"4943","KS","Douglas",4.5,18,27.1,50.4,46,43
"4944","KS","Douglas",4.5,18,27.1,50.4,53,17
"4945","KS","Douglas",4.5,18,27.1,50.4,55,31
"4946","KS","Edwards",15.7,27.3,39.1,17.9,17,47
"4947","KS","Edwards",15.7,27.3,39.1,17.9,20,47
"4948","KS","Edwards",15.7,27.3,39.1,17.9,48,137
"4949","KS","Elk",13.2,40.4,31.4,15,20,49
"4950","KS","Elk",13.2,40.4,31.4,15,42,47
"4951","KS","Ellis",7.3,26.5,31.4,34.8,20,51
"4952","KS","Ellis",7.3,26.5,31.4,34.8,40,45
"4953","KS","Ellis",7.3,26.5,31.4,34.8,48,139
"4954","KS","Ellsworth",8.8,34,36.9,20.4,20,53
"4955","KS","Finney",29.1,21.7,32.2,17.1,20,55
"4956","KS","Ford",28.5,24.9,29,17.6,17,53
"4957","KS","Ford",28.5,24.9,29,17.6,20,57
"4958","KS","Franklin",7.4,38.9,34.2,19.5,1,59
"4959","KS","Franklin",7.4,38.9,34.2,19.5,5,47
"4960","KS","Franklin",7.4,38.9,34.2,19.5,12,37
"4961","KS","Franklin",7.4,38.9,34.2,19.5,13,119
"4962","KS","Franklin",7.4,38.9,34.2,19.5,16,41
"4963","KS","Franklin",7.4,38.9,34.2,19.5,17,55
"4964","KS","Franklin",7.4,38.9,34.2,19.5,18,47
"4965","KS","Franklin",7.4,38.9,34.2,19.5,19,69
"4966","KS","Franklin",7.4,38.9,34.2,19.5,20,59
"4967","KS","Franklin",7.4,38.9,34.2,19.5,21,73
"4968","KS","Franklin",7.4,38.9,34.2,19.5,22,41
"4969","KS","Franklin",7.4,38.9,34.2,19.5,23,7
"4970","KS","Franklin",7.4,38.9,34.2,19.5,25,11
"4971","KS","Franklin",7.4,38.9,34.2,19.5,28,37
"4972","KS","Franklin",7.4,38.9,34.2,19.5,29,71
"4973","KS","Franklin",7.4,38.9,34.2,19.5,31,61
"4974","KS","Franklin",7.4,38.9,34.2,19.5,36,33
"4975","KS","Franklin",7.4,38.9,34.2,19.5,37,69
"4976","KS","Franklin",7.4,38.9,34.2,19.5,39,49
"4977","KS","Franklin",7.4,38.9,34.2,19.5,42,55
"4978","KS","Franklin",7.4,38.9,34.2,19.5,47,51
"4979","KS","Franklin",7.4,38.9,34.2,19.5,48,159
"4980","KS","Franklin",7.4,38.9,34.2,19.5,50,11
"4981","KS","Franklin",7.4,38.9,34.2,19.5,51,67
"4982","KS","Franklin",7.4,38.9,34.2,19.5,51,620
"4983","KS","Franklin",7.4,38.9,34.2,19.5,53,21
