"","county","State","percent_white","percent_black","percent_indigenous","percent_asian","percent_pacific_islander","percent_hispanic_latino","state_fips_code","county_fips_code"
"11713","Clay"," South Dakota",91.3,1.5,5.2,2.9,0,2.8,31,35
"11714","Clay"," South Dakota",91.3,1.5,5.2,2.9,0,2.8,37,43
"11715","Clay"," South Dakota",91.3,1.5,5.2,2.9,0,2.8,46,27
"11716","Clay"," South Dakota",91.3,1.5,5.2,2.9,0,2.8,47,27
"11717","Clay"," South Dakota",91.3,1.5,5.2,2.9,0,2.8,48,77
"11718","Clay"," South Dakota",91.3,1.5,5.2,2.9,0,2.8,54,15
"11719","Codington"," South Dakota",96.3,1.3,3.2,1.1,0.1,2.3,46,29
"11720","Corson"," South Dakota",30.7,0.5,70.4,0.2,0.1,0.4,46,31
"11721","Custer"," South Dakota",95.5,0.8,4.5,1.2,0,3.1,8,27
"11722","Custer"," South Dakota",95.5,0.8,4.5,1.2,0,3.1,16,37
"11723","Custer"," South Dakota",95.5,0.8,4.5,1.2,0,3.1,30,17
"11724","Custer"," South Dakota",95.5,0.8,4.5,1.2,0,3.1,31,41
"11725","Custer"," South Dakota",95.5,0.8,4.5,1.2,0,3.1,40,39
"11726","Custer"," South Dakota",95.5,0.8,4.5,1.2,0,3.1,46,33
"11727","Davison"," South Dakota",95.8,1.1,3.8,0.9,0.2,2.9,46,35
"11728","Day"," South Dakota",88.4,0.6,12,0.1,0.1,2.1,46,37
"11729","Deuel"," South Dakota",99.9,0.1,0.2,0,0,2.9,31,49
"11730","Deuel"," South Dakota",99.9,0.1,0.2,0,0,2.9,46,39
"11731","Dewey"," South Dakota",21.3,0.1,79.5,0.1,0,1,40,43
"11732","Dewey"," South Dakota",21.3,0.1,79.5,0.1,0,1,46,41
"11733","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,8,35
"11734","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,13,97
"11735","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,17,41
"11736","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,20,45
"11737","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,27,41
"11738","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,29,67
"11739","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,31,55
"11740","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,32,5
"11741","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,41,19
"11742","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,46,43
"11743","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,53,17
"11744","Douglas"," South Dakota",97.6,0.1,4.5,0.1,0,0.6,55,31
"11745","Edmunds"," South Dakota",98.4,0.1,1.3,0.3,0.2,1.8,46,45
"11746","Fall River"," South Dakota",90.5,0.7,9.9,1.3,0,4.1,NA,NA
"11747","Faulk"," South Dakota",95.7,0.4,4.5,0.1,0,1.3,46,49
"11748","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,5,53
"11749","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,18,53
"11750","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,20,67
"11751","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,21,81
"11752","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,22,43
"11753","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,27,51
"11754","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,31,75
"11755","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,35,17
"11756","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,38,37
"11757","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,40,53
"11758","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,41,23
"11759","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,46,51
"11760","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,53,25
"11761","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,54,23
"11762","Grant"," South Dakota",96.4,0.9,3.9,0.4,0.1,2.2,55,43
"11763","Gregory"," South Dakota",90.9,0,9.1,2.5,0,0.6,46,53
"11764","Haakon"," South Dakota",97.1,0,5.3,0,0,0.9,46,55
"11765","Hamlin"," South Dakota",97.9,0.7,1,0.5,0,4.3,46,57
"11766","Hand"," South Dakota",99.4,0.3,0.2,0.8,0,0.8,46,59
"11767","Hanson"," South Dakota",100,0,0.2,0.2,0,0,46,61
"11768","Harding"," South Dakota",93.2,2.1,4.4,0.8,0,2,35,21
"11769","Harding"," South Dakota",93.2,2.1,4.4,0.8,0,2,46,63
"11770","Hughes"," South Dakota",86.3,0.9,14.5,0.9,0.1,3.1,40,63
"11771","Hughes"," South Dakota",86.3,0.9,14.5,0.9,0.1,3.1,46,65
"11772","Hutchinson"," South Dakota",97.5,0.1,3.1,0.6,0,2.3,46,67
"11773","Hutchinson"," South Dakota",97.5,0.1,3.1,0.6,0,2.3,48,233
"11774","Hyde"," South Dakota",87.1,1.2,11.9,1.5,0,0.7,37,95
"11775","Hyde"," South Dakota",87.1,1.2,11.9,1.5,0,0.7,46,69
"11776","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,1,71
"11777","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,5,67
"11778","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,8,57
"11779","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,12,63
"11780","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,13,157
"11781","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,17,77
"11782","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,18,71
"11783","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,19,97
"11784","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,20,85
"11785","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,21,109
"11786","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,22,49
"11787","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,26,75
"11788","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,27,63
"11789","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,28,59
"11790","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,29,95
"11791","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,37,99
"11792","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,39,79
"11793","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,40,65
"11794","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,41,29
"11795","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,46,71
"11796","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,47,87
"11797","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,48,239
"11798","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,54,35
"11799","Jackson"," South Dakota",43.4,0.2,59.7,0.8,0,0.6,55,53
"11800","Jerauld"," South Dakota",98.7,0.5,1.5,0,0,1.8,46,73
"11801","Jones"," South Dakota",98.6,0,1.4,0,0,0,13,169
"11802","Jones"," South Dakota",98.6,0,1.4,0,0,0,19,105
"11803","Jones"," South Dakota",98.6,0,1.4,0,0,0,28,67
"11804","Jones"," South Dakota",98.6,0,1.4,0,0,0,37,103
"11805","Jones"," South Dakota",98.6,0,1.4,0,0,0,46,75
"11806","Jones"," South Dakota",98.6,0,1.4,0,0,0,48,253
"11807","Kingsbury"," South Dakota",98.4,0.4,0.2,0.3,0,2.2,46,77
"11808","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,2,164
"11809","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,6,33
"11810","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,8,65
"11811","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,12,69
"11812","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,17,97
"11813","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,18,89
"11814","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,26,85
"11815","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,27,75
"11816","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,27,77
"11817","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,30,47
"11818","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,39,85
"11819","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,41,37
"11820","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,46,79
"11821","Lake"," South Dakota",96.8,1.4,1.7,2.3,0,1.5,47,95
"11822","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,1,79
"11823","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,5,75
"11824","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,17,101
"11825","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,18,93
"11826","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,21,127
"11827","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,28,77
"11828","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,29,109
"11829","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,39,87
"11830","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,42,73
"11831","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,46,81
"11832","Lawrence"," South Dakota",95.1,1.1,3.5,1.9,0.2,3.2,47,99
"11833","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,5,79
"11834","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,8,73
"11835","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,13,181
"11836","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,16,63
"11837","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,20,105
"11838","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,21,137
"11839","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,22,61
"11840","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,23,15
"11841","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,27,81
"11842","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,28,85
"11843","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,29,113
"11844","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,30,53
"11845","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,31,111
"11846","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,32,17
"11847","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,35,27
"11848","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,37,109
"11849","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,40,81
"11850","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,41,41
"11851","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,46,83
"11852","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,47,103
"11853","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,53,43
"11854","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,54,43
"11855","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,55,69
"11856","Lincoln"," South Dakota",96.6,1.9,1,1.6,0.3,2,56,23
"11857","Lyman"," South Dakota",58.6,0.2,41.6,0.7,0.3,2.4,46,85
"11858","McCook"," South Dakota",96.5,0.8,1.9,0.1,0.5,3.5,46,87
"11859","McPherson"," South Dakota",96.1,0.2,3.6,0.4,0,0.6,20,113
"11860","McPherson"," South Dakota",96.1,0.2,3.6,0.4,0,0.6,31,117
"11861","McPherson"," South Dakota",96.1,0.2,3.6,0.4,0,0.6,46,89
"11862","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,1,95
"11863","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,17,123
"11864","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,18,99
"11865","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,19,127
"11866","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,20,117
"11867","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,21,157
"11868","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,27,89
"11869","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,28,93
"11870","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,40,95
"11871","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,46,91
"11872","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,47,117
"11873","Marshall"," South Dakota",87.5,0.8,7.8,0.1,0.1,9.3,54,51
"11874","Meade"," South Dakota",93,2.3,4.6,1.6,0,4.2,20,119
"11875","Meade"," South Dakota",93,2.3,4.6,1.6,0,4.2,21,163
"11876","Meade"," South Dakota",93,2.3,4.6,1.6,0,4.2,46,93
"11877","Mellette"," South Dakota",41.6,0.1,59.3,0.1,0,5,46,95
"11878","Miner"," South Dakota",98,1.9,0.5,0.5,0,2,46,97
"11879","Minnehaha"," South Dakota",88.5,6.7,3.4,2.6,0.1,4.9,46,99
"11880","Moody"," South Dakota",84.4,0.3,16.8,3,0.4,4.2,46,101
"11881","Oglala Lakota"," South Dakota",7.2,0.2,94.8,0,0,3.9,NA,NA
"11882","Pennington"," South Dakota",87.7,2.4,12.5,1.9,0.3,5,27,113
"11883","Pennington"," South Dakota",87.7,2.4,12.5,1.9,0.3,5,46,103
"11884","Perkins"," South Dakota",97.7,0,3,0.1,0,1.6,31,135
"11885","Perkins"," South Dakota",97.7,0,3,0.1,0,1.6,46,105
"11886","Potter"," South Dakota",96.2,0.3,3,1.4,0,2.9,42,105
"11887","Potter"," South Dakota",96.2,0.3,3,1.4,0,2.9,46,107
"11888","Potter"," South Dakota",96.2,0.3,3,1.4,0,2.9,48,375
"11889","Roberts"," South Dakota",60.8,1.7,39.9,0.3,0.1,3.3,46,109
"11890","Roberts"," South Dakota",60.8,1.7,39.9,0.3,0.1,3.3,48,393
"11891","Sanborn"," South Dakota",97.4,0,1.7,0.4,0,3.6,46,111
"11892","Spink"," South Dakota",97.7,0.4,2.5,0,0.2,3.1,46,115
"11893","Stanley"," South Dakota",89.2,0,12.1,0,1.2,2.4,46,117
"11894","Sully"," South Dakota",98.7,2.2,2.4,0,0,1.4,46,119
"11895","Todd"," South Dakota",15.4,0.7,88.8,1.5,0,4.3,21,219
"11896","Todd"," South Dakota",15.4,0.7,88.8,1.5,0,4.3,27,153
"11897","Todd"," South Dakota",15.4,0.7,88.8,1.5,0,4.3,46,121
"11898","Tripp"," South Dakota",87.1,1.1,16.2,1.4,0,0.2,46,123
"11899","Turner"," South Dakota",98.9,0.7,1.6,0.1,0,2.3,13,287
"11900","Turner"," South Dakota",98.9,0.7,1.6,0.1,0,2.3,46,125
"11901","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,5,139
"11902","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,12,125
"11903","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,13,291
"11904","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,17,181
"11905","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,18,161
"11906","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,19,175
"11907","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,21,225
"11908","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,22,111
"11909","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,28,145
"11910","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,34,39
"11911","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,35,59
"11912","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,37,179
"11913","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,39,159
"11914","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,41,61
"11915","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,42,119
"11916","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,45,87
"11917","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,46,127
"11918","Union"," South Dakota",96.3,1.4,1.5,1.8,0,3,47,173
"11919","Walworth"," South Dakota",82.6,6.2,12,1.4,0,2.1,46,129
"11920","Walworth"," South Dakota",82.6,6.2,12,1.4,0,2.1,55,127
"11921","Yankton"," South Dakota",94.4,2.3,4.3,0.4,0.1,4.2,46,135
"11922","Ziebach"," South Dakota",24.3,0.1,75.6,0.5,0,0.4,46,137
"11923","Anderson"," Tennessee",93.9,4.9,1,1.7,0.3,2.8,20,3
"11924","Anderson"," Tennessee",93.9,4.9,1,1.7,0.3,2.8,21,5
"11925","Anderson"," Tennessee",93.9,4.9,1,1.7,0.3,2.8,45,7
"11926","Anderson"," Tennessee",93.9,4.9,1,1.7,0.3,2.8,47,1
"11927","Anderson"," Tennessee",93.9,4.9,1,1.7,0.3,2.8,48,1
"11928","Bedford"," Tennessee",86.9,9.5,0.9,0.3,0.3,12,42,9
"11929","Bedford"," Tennessee",86.9,9.5,0.9,0.3,0.3,12,47,3
"11930","Bedford"," Tennessee",86.9,9.5,0.9,0.3,0.3,12,51,19
"11931","Benton"," Tennessee",96.1,4.2,1.2,0.2,0,1.7,5,7
"11932","Benton"," Tennessee",96.1,4.2,1.2,0.2,0,1.7,18,7
"11933","Benton"," Tennessee",96.1,4.2,1.2,0.2,0,1.7,19,11
"11934","Benton"," Tennessee",96.1,4.2,1.2,0.2,0,1.7,27,9
"11935","Benton"," Tennessee",96.1,4.2,1.2,0.2,0,1.7,28,9
"11936","Benton"," Tennessee",96.1,4.2,1.2,0.2,0,1.7,29,15
"11937","Benton"," Tennessee",96.1,4.2,1.2,0.2,0,1.7,41,3
"11938","Benton"," Tennessee",96.1,4.2,1.2,0.2,0,1.7,47,5
"11939","Benton"," Tennessee",96.1,4.2,1.2,0.2,0,1.7,53,5
"11940","Bledsoe"," Tennessee",93.2,5.4,3.5,0.1,0,2.2,47,7
"11941","Blount"," Tennessee",95.9,3.6,1,1.3,0.2,3.3,1,9
"11942","Blount"," Tennessee",95.9,3.6,1,1.3,0.2,3.3,47,9
"11943","Bradley"," Tennessee",92.1,5.8,1,1.3,0.1,5.9,5,11
"11944","Bradley"," Tennessee",92.1,5.8,1,1.3,0.1,5.9,47,11
"11945","Campbell"," Tennessee",98.6,0.7,1,0.4,0,1.2,21,37
"11946","Campbell"," Tennessee",98.6,0.7,1,0.4,0,1.2,46,21
"11947","Campbell"," Tennessee",98.6,0.7,1,0.4,0,1.2,47,13
"11948","Campbell"," Tennessee",98.6,0.7,1,0.4,0,1.2,51,31
"11949","Campbell"," Tennessee",98.6,0.7,1,0.4,0,1.2,56,5
"11950","Cannon"," Tennessee",97.7,2.3,1.2,0.4,0.1,2.1,47,15
"11951","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,5,15
"11952","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,13,45
"11953","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,17,15
"11954","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,18,15
"11955","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,19,27
"11956","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,21,41
"11957","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,24,13
"11958","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,28,15
"11959","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,29,33
"11960","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,33,3
"11961","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,39,19
"11962","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,47,17
"11963","Carroll"," Tennessee",87.9,11.4,1,0.5,0.8,2.6,51,35
"11964","Carter"," Tennessee",97.5,2,0.8,0.5,0.1,1.8,21,43
"11965","Carter"," Tennessee",97.5,2,0.8,0.5,0.1,1.8,29,35
"11966","Carter"," Tennessee",97.5,2,0.8,0.5,0.1,1.8,30,11
"11967","Carter"," Tennessee",97.5,2,0.8,0.5,0.1,1.8,40,19
"11968","Carter"," Tennessee",97.5,2,0.8,0.5,0.1,1.8,47,19
"11969","Cheatham"," Tennessee",97.1,2.3,1.1,1,0.1,2.9,47,21
"11970","Chester"," Tennessee",88.3,12.3,0.2,0.7,0,1.1,42,29
"11971","Chester"," Tennessee",88.3,12.3,0.2,0.7,0,1.1,45,23
"11972","Chester"," Tennessee",88.3,12.3,0.2,0.7,0,1.1,47,23
"11973","Claiborne"," Tennessee",97.7,1.3,1,0.8,0.3,1.2,22,27
"11974","Claiborne"," Tennessee",97.7,1.3,1,0.8,0.3,1.2,28,21
"11975","Claiborne"," Tennessee",97.7,1.3,1,0.8,0.3,1.2,47,25
"11976","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,1,27
"11977","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,5,21
"11978","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,12,19
"11979","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,13,61
"11980","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,17,25
"11981","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,18,21
"11982","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,19,41
"11983","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,20,27
"11984","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,21,51
"11985","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,27,27
"11986","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,28,25
"11987","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,29,47
"11988","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,31,35
"11989","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,37,43
"11990","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,46,27
"11991","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,47,27
"11992","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,48,77
"11993","Clay"," Tennessee",95.4,3.4,1.7,0.1,0,0.7,54,15
"11994","Cocke"," Tennessee",97,3.1,1.2,0.7,0,2.3,47,29
"11995","Coffee"," Tennessee",94.1,3.6,2.1,1.3,0.1,4.2,1,31
"11996","Coffee"," Tennessee",94.1,3.6,2.1,1.3,0.1,4.2,13,69
"11997","Coffee"," Tennessee",94.1,3.6,2.1,1.3,0.1,4.2,47,31
"11998","Crockett"," Tennessee",80.7,14.6,0.5,0.4,0.1,10.4,47,33
"11999","Crockett"," Tennessee",80.7,14.6,0.5,0.4,0.1,10.4,48,105
"12000","Cumberland"," Tennessee",98.2,0.9,1.1,0.7,0.1,3,17,35
"12001","Cumberland"," Tennessee",98.2,0.9,1.1,0.7,0.1,3,21,57
"12002","Cumberland"," Tennessee",98.2,0.9,1.1,0.7,0.1,3,23,5
"12003","Cumberland"," Tennessee",98.2,0.9,1.1,0.7,0.1,3,34,11
"12004","Cumberland"," Tennessee",98.2,0.9,1.1,0.7,0.1,3,37,51
"12005","Cumberland"," Tennessee",98.2,0.9,1.1,0.7,0.1,3,42,41
"12006","Cumberland"," Tennessee",98.2,0.9,1.1,0.7,0.1,3,47,35
"12007","Cumberland"," Tennessee",98.2,0.9,1.1,0.7,0.1,3,51,49
"12008","Davidson"," Tennessee",66,28.6,0.7,4.3,0.2,10.2,37,57
"12009","Davidson"," Tennessee",66,28.6,0.7,4.3,0.2,10.2,47,37
"12010","Decatur"," Tennessee",95.5,4.9,0.8,0.6,0.1,1.7,13,87
"12011","Decatur"," Tennessee",95.5,4.9,0.8,0.6,0.1,1.7,18,31
"12012","Decatur"," Tennessee",95.5,4.9,0.8,0.6,0.1,1.7,19,53
"12013","Decatur"," Tennessee",95.5,4.9,0.8,0.6,0.1,1.7,20,39
"12014","Decatur"," Tennessee",95.5,4.9,0.8,0.6,0.1,1.7,47,39
"12015","DeKalb"," Tennessee",95.5,2.3,0.5,1.1,0.1,8,1,49
"12016","DeKalb"," Tennessee",95.5,2.3,0.5,1.1,0.1,8,13,89
"12017","DeKalb"," Tennessee",95.5,2.3,0.5,1.1,0.1,8,17,37
"12018","DeKalb"," Tennessee",95.5,2.3,0.5,1.1,0.1,8,18,33
"12019","DeKalb"," Tennessee",95.5,2.3,0.5,1.1,0.1,8,29,63
"12020","DeKalb"," Tennessee",95.5,2.3,0.5,1.1,0.1,8,47,41
"12021","Dickson"," Tennessee",94.3,5.3,0.9,0.8,0.1,3.4,47,43
"12022","Dyer"," Tennessee",84.7,15.2,0.9,0.9,0.2,3.3,47,45
"12023","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,1,57
"12024","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,13,113
"12025","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,17,51
"12026","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,18,41
"12027","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,19,65
"12028","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,21,67
"12029","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,39,47
"12030","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,42,51
"12031","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,47,47
"12032","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,48,149
"12033","Fayette"," Tennessee",70.4,27.9,1,0.9,0,2.6,54,19
"12034","Fentress"," Tennessee",98.7,0.5,0.7,0.7,0,1.5,47,49
"12035","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,1,59
"12036","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,5,47
"12037","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,12,37
"12038","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,13,119
"12039","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,16,41
"12040","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,17,55
"12041","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,18,47
"12042","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,19,69
"12043","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,20,59
"12044","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,21,73
"12045","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,22,41
"12046","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,23,7
"12047","Franklin"," Tennessee",92.5,6.1,1.1,1.3,0.1,3.3,25,11
